anchor,entailment,contradiction
"其实外国人可能媒体有点贬损我们,但是我自己一看我总有发现一种亲切感,我觉得很可乐",我看了外国媒体关于中国的报道,我对外媒报道没有任何看法
北京有著名的琉璃厂、天津在改造旧城区时还新建了一条文化街,天津的城区曾经改造过,北京地区从来不用琉璃
"即便如此,参院和众院分庭抗礼的局面仍会继续",参院和众院之前分庭抗礼,参院和众院从来都相处融洽毫无矛盾
反正有十五分钟的没关-.,我们有十五分钟时间,只有两分钟
"哦,我知道,中文之星就这样一个.",中文之星有关中文,我从来没听说过中文之星
"因它不是名正言顺,便都长在了阴处,长年见不到阳光",它长年见不到阳光,它天天可以见到阳光
"城监部门人员再三与唐某交涉时,他态度傲慢,一意孤行",城监部门人员和唐某说了话,"唐某说话很和气,积极承认错误"
"她咬着牙骂道:瘪三,你这个瘪三",她很生气,瘪三是用来赞美别人的
"它在马路的顶端上,似乎就要结束了,走进去却洞开一个天地",它去到过马路的顶端,它一直呆在马路的末端
"家住东湖之滨的藻类学家饶钦止,今年已90高龄,养金鱼是他的一项雅趣,居室里摆满了大大小小的鱼缸",饶钦止喜欢养金鱼,饶钦止养金鱼不用鱼缸
"对,所以我就打一个电话.",电话是“我”主动打过来的,"“我""只发了一封电子邮件,没有进行其他方式的联络"
"就在这节骨眼上,山东省委、省政府连续召开会议,明确宣布",召开会议的时间处在一个很特殊的时期,省政府从来不负责宣传工作
"年轻的时候激进的,老年会转成保守",不同年龄性格会变化,所有人的性格随年龄增长都不会变
"康明逊不知是喜是悲,他足有整整一周没去王琦瑶那里",康明逊昨天没见王琦瑶,康明逊一周内去了好几次王琦瑶那里
"总之,这母女俩的优劣位置是可转换的,决定于从哪个角度看问题",观察位置的角度不止一个,看问题的角度只有一个
"我们待客不仅热情,而且宽容",我们待客有自己的风格特点,我们对客人很冷漠
"投资者的资金大笔大笔地被蚕食,钱款一天一天地减少,沈太福在想金蝉脱完之计",钱款不断的减少,沈太福的钱款每天都在增加
控制中心静悄悄的,控制中心很安静,控制中心一天到晚都人声鼎沸
"教育事业在改革中前进,基础教育、职业教育、成人教育和高等教育继续发展与提高",教育事业整体取得了进步,成人教育不在教育改革范围内
"整个演出过程中,观众热情高涨,掌声、叫好声不绝于耳",演出效果十分成功,观众普遍很不喜欢这场演出
明显降低企业社保缴费负担,企业有社保,之前企业社保缴费的负担比现在轻
"段长陈瑞祥患有心脏病和关节炎,衣袋里装着各种药片,而他却坚持连续施工5个月,每天都超过10个小时以上",陈瑞祥身体不太好,陈瑞祥每天至少睡14个小时
"毛线是用她旧毛衣拆下的,有点断头,一边接一边织,进度很慢的",织毛衣用的是旧毛线,她不会织毛衣
沙米尔的讲话在谋求中东和平的乐曲中奏出了一个不协调的音节,中东需要和平,所有人都反对中东和平
"没什么来历,也没什么根基,却有的是前程",来历、根基不一定影响前程,没根基就没前程
王琦瑶说:你家阿大二十岁已经有儿有女了嘛,阿大已经做父母了,阿大今年十三岁
真相咱们红衣女子给说说,红衣女子知道真相,现场没有红衣女子
"程先生有一回说某某企业的业主,号称某某大王的,其女也参加竞选,一下子便捐助给赈灾委员会一大笔款",某某大王捐款了,某某大王家里很穷
"落实中央的各项政策措施,突出体制机制创新,扩大对内对外开放",一部分地区已经积极进行对内对外开放,我国对内对外开放任务已全面完成
"蒋丽莉振作了一些,她讽刺地一笑,说:你程先生再牵记王琦瑶,王琦瑶却并不牵记你,你的心可不是白费了",程先生认识王琦瑶,王琦瑶在追求程先生
"要稳定和完善出口政策,加快通关便利化改革,扩大跨境电子商务试点",我国目前存在部分方面的改革,我国不存在商品出口贸易
跟怎么先给他进去再说.,有事情要跟他说,他已经进去了
"跨入90年代,我们民族、我们国家面临着在本世纪末实现小康的艰巨任务",实现小康这一任务是很艰巨的,90年代之前已经实现了小康
"过完年,哎差不多,那也也好啊.",事情可以等到过完年再确定,现在已经过完年了
"还有人自作主张跑到录音机处,将奏到中间的舞曲按停,换上自己带来的磁带,叫人停不了又接不上",录音机播到一半可以暂停,录音机不能播放磁带
"那他现在已-,他现在跟那个陈蕴如啊.",他认识陈蕴如,他到现在都不认识陈蕴如
"面对眼前的情景,杨学宗的眼眶湿润了,在场官兵的眼眶也湿润了",杨学宗和很多官兵在一起,在场官兵看到了一个让人捧腹大笑的情景
高楼就像海上的浮标,海上一般会有浮标,浮标特别小特别不起眼
"1989年9月,番禺县国土管理部门规定,农村居民建住宅,每户用地的最高限额是80平方米",这一规定仅适用于农村居民建住宅,最高限额是90平方米
一些地方严重刑事犯罪案件屡有发生,一些地方刑事犯罪案件屡有发生。,一些地方人民知法懂法不轻易触碰法律红线
"主要是:市场需求不旺,启动难度较大",要启动项目就要刺激市场需求,项目很符合市场
"他有笔资金么,我看他.",该句是倒装句,我看他有房子么
"他父亲在美国的旧同学,已为他做保,他准备读完这个学年,拿到大学二年级的学分,便去美国读书",他父亲有同学在美国,为他做保的是他父亲刚认识的伙伴
你去前三门单位了,你知道如何去前三门单位,小明去前三门单位了
"你说,这,跑来跑去的.",有人跑来跑去。,有人慢悠悠地走来走去
其实我觉得你不懂球啊,你不懂某种球。,我觉得你很懂球。
"到锅里它不甘心接受成为盘中餐、碗中汤的命运,还得跳,是悲剧英雄",这种描写用了拟人化的手法,"这个句子只是客观描写,平平无奇"
努力保持对外贸易适度增长,此前对外贸易在增长,对外贸易在减少
"古语说,政通人和,其实应该说是人和政通……",对于政通和人和的关联存在两种看法,情况不会不断变化
"各级各类学校都要全面贯彻党的教育方针,加强素质教育,深化教育改革,提高教育质量",目前教育质量及水平有待提高。,各级各类学校可以部分贯彻党的教育方针。
增强保险业风险保障功能,增强保险业风险保障能降低社会风险保障成本,只有保险业能提供风险保障
孩子自由落体坠向地面,孩子受到地球引力的作用。,孩子会完好无损。
就感受到这种所谓客户的压力,来自客户的压力是上班族普遍要面对的。,全部客户都很好应对。
"当她们开始构思一个新款式的时候,心里欢喜,行动积极",她们喜欢创造新事物,她们因循守旧
"您这个观点我接着推理,就是是不是隐含着一个背景,就是您觉着父母婚姻破裂的孩子,几乎必定心理成长不健康",观点中存在着隐含的思维背景。,"父母婚姻破裂,孩子心理成长必定都不健康。"
"我们的每一分钱都来自人民,必须对人民负责",人民在赚钱,每个人都在赚钱
我们高度重视政府法制建设,政府法制建设意义深远。,我们一般重视政府法制建设
"我觉得她还是想趁乱,制造一下混乱",她想再制造混乱,她不想惹事
"所以,除了对她的时代满意,薇薇还为她的城市很骄傲",薇薇为城市骄傲。,"薇薇对时代满意,所以为城市骄傲。"
"挺好的,我听了,挺新鲜.","听过之后,我觉得它不错",他觉得挺新鲜
推进社会治理创新,要创新社会治理,阻碍社会治理创新
日本自民党干事长小泽一郎今天应苏联总统戈尔巴乔夫的邀请前往莫斯科作为期4天的访问,莫斯科是苏联的首都。,访问时间为一周
"是啊,多,多活动活动.",要多活动,要少活动
"杨振宁回归中国国籍,网友一边倒声讨",杨振宁曾经放弃中国国籍,网友为这一行为高兴
"每一件东西,与他都有话说,知疼知暖的",万物皆有生命,每件东西都没有生命
"然而,由于以色列坚持其顽固立场,这一进程不断受阻",以色列坚持己见,以色列放弃顽固立场
"的确,在熙熙攘攘的商场内转了一圈,这支不长的队伍引起了记者的注意",记者去了商场。,记者关注的是大多数情况。
程先生笑了一声:我怎么会不高兴,程先生笑了,"程先生先说话,然后笑了一声"
突然换了机型、机号,不用旧的东西了,仍在使用原来的机型
"窗外全黑了,客厅里开了灯,亮堂堂的,留声机上放了一张梅兰芳的唱片,咯呷呀呀不知在唱什么,似歌似泣",留声机放在客厅里,天亮着呢
"继续清理开发区,整顿规范土地市场",土地市场未得到规范,开发区土地市场已经规范化
"能写完啊,哦,哦能写.",能按要求写完,写不完
"舍孔雀而取凤尾,是南京轧钢厂在企业发展的转折关头作出的一项战略决断",这一决定对南京轧钢厂的发展很重要,是南京轧钢厂在企业发展势头正猛的时候作出的战略决断
"要积极合理利用外资,着力提高利用外资质量",有一定的外资可以利用。,没有必要利用外资。
"规则越简约透明,监管越有力有效","先有规则,然后才能进行监管",规则复杂模糊不影响监管
"说您放炮,82岁的王蒙痛恨小鲜肉,说这样的词让他特别反感,甚至什么影帝、影后这个词您有很讨厌",有人说话很直,王蒙没有明确表示对小鲜肉一词的态度
"这个呐,你也应该谅解她.",她干了一些不好的事,没人同情她
"这恩爱也是从等里面生出来的,是苦多乐少的恩爱,还是得过且过的恩爱,有一日是一日",有的恩爱是得过且过。,恩爱可以产生激情
"进一步扩大生产企业自营出口,调动企业增加出口的积极性",生产企业要兼具出口业务,扩大生产企业出口其他企业的产品
